id_unidad,nivel
518,PRIMARIA COMUNITARIA VOCACIONAL
519,SECUNDARIA COMUNITARIA PRODUCTIVA
520,INICIAL EN FAMILIA COMUNITARIA
520,PRIMARIA COMUNITARIA VOCACIONAL
520,SECUNDARIA COMUNITARIA PRODUCTIVA
521,INICIAL EN FAMILIA COMUNITARIA
521,PRIMARIA COMUNITARIA VOCACIONAL
521,SECUNDARIA COMUNITARIA PRODUCTIVA
522,SECUNDARIA COMUNITARIA PRODUCTIVA
523,INICIAL EN FAMILIA COMUNITARIA
523,PRIMARIA COMUNITARIA VOCACIONAL
524,INICIAL EN FAMILIA COMUNITARIA
524,PRIMARIA COMUNITARIA VOCACIONAL
525,SECUNDARIA COMUNITARIA PRODUCTIVA
526,SECUNDARIA COMUNITARIA PRODUCTIVA
527,INICIAL EN FAMILIA COMUNITARIA
527,PRIMARIA COMUNITARIA VOCACIONAL
528,INICIAL EN FAMILIA COMUNITARIA
528,PRIMARIA COMUNITARIA VOCACIONAL
528,SECUNDARIA COMUNITARIA PRODUCTIVA
529,INICIAL EN FAMILIA COMUNITARIA
529,PRIMARIA COMUNITARIA VOCACIONAL
529,SECUNDARIA COMUNITARIA PRODUCTIVA
530,INICIAL EN FAMILIA COMUNITARIA
530,PRIMARIA COMUNITARIA VOCACIONAL
531,SECUNDARIA COMUNITARIA PRODUCTIVA
532,SECUNDARIA COMUNITARIA PRODUCTIVA
533,INICIAL EN FAMILIA COMUNITARIA
533,PRIMARIA COMUNITARIA VOCACIONAL
534,INICIAL EN FAMILIA COMUNITARIA
534,PRIMARIA COMUNITARIA VOCACIONAL
534,SECUNDARIA COMUNITARIA PRODUCTIVA
535,INICIAL EN FAMILIA COMUNITARIA
535,PRIMARIA COMUNITARIA VOCACIONAL
535,SECUNDARIA COMUNITARIA PRODUCTIVA
536,INICIAL EN FAMILIA COMUNITARIA
536,PRIMARIA COMUNITARIA VOCACIONAL
536,SECUNDARIA COMUNITARIA PRODUCTIVA
537,INICIAL EN FAMILIA COMUNITARIA
537,PRIMARIA COMUNITARIA VOCACIONAL
538,SECUNDARIA COMUNITARIA PRODUCTIVA
539,SECUNDARIA COMUNITARIA PRODUCTIVA
540,INICIAL EN FAMILIA COMUNITARIA
540,PRIMARIA COMUNITARIA VOCACIONAL
541,INICIAL EN FAMILIA COMUNITARIA
541,PRIMARIA COMUNITARIA VOCACIONAL
541,SECUNDARIA COMUNITARIA PRODUCTIVA
542,INICIAL EN FAMILIA COMUNITARIA
542,PRIMARIA COMUNITARIA VOCACIONAL
543,SECUNDARIA COMUNITARIA PRODUCTIVA
544,INICIAL EN FAMILIA COMUNITARIA
544,PRIMARIA COMUNITARIA VOCACIONAL
544,SECUNDARIA COMUNITARIA PRODUCTIVA
545,INICIAL EN FAMILIA COMUNITARIA
546,INICIAL EN FAMILIA COMUNITARIA
546,PRIMARIA COMUNITARIA VOCACIONAL
546,SECUNDARIA COMUNITARIA PRODUCTIVA
547,INICIAL EN FAMILIA COMUNITARIA
547,PRIMARIA COMUNITARIA VOCACIONAL
547,SECUNDARIA COMUNITARIA PRODUCTIVA
548,INICIAL EN FAMILIA COMUNITARIA
548,PRIMARIA COMUNITARIA VOCACIONAL
548,SECUNDARIA COMUNITARIA PRODUCTIVA
549,SECUNDARIA COMUNITARIA PRODUCTIVA
550,INICIAL EN FAMILIA COMUNITARIA
550,PRIMARIA COMUNITARIA VOCACIONAL
551,INICIAL EN FAMILIA COMUNITARIA
551,PRIMARIA COMUNITARIA VOCACIONAL
551,SECUNDARIA COMUNITARIA PRODUCTIVA
552,INICIAL EN FAMILIA COMUNITARIA
552,PRIMARIA COMUNITARIA VOCACIONAL
552,SECUNDARIA COMUNITARIA PRODUCTIVA
553,INICIAL EN FAMILIA COMUNITARIA
553,PRIMARIA COMUNITARIA VOCACIONAL
553,SECUNDARIA COMUNITARIA PRODUCTIVA
554,PRIMARIA COMUNITARIA VOCACIONAL
554,SECUNDARIA COMUNITARIA PRODUCTIVA
555,INICIAL EN FAMILIA COMUNITARIA
555,PRIMARIA COMUNITARIA VOCACIONAL
555,SECUNDARIA COMUNITARIA PRODUCTIVA
556,INICIAL EN FAMILIA COMUNITARIA
557,INICIAL EN FAMILIA COMUNITARIA
557,PRIMARIA COMUNITARIA VOCACIONAL
557,SECUNDARIA COMUNITARIA PRODUCTIVA
558,INICIAL EN FAMILIA COMUNITARIA
558,PRIMARIA COMUNITARIA VOCACIONAL
558,SECUNDARIA COMUNITARIA PRODUCTIVA
559,INICIAL EN FAMILIA COMUNITARIA
559,PRIMARIA COMUNITARIA VOCACIONAL
559,SECUNDARIA COMUNITARIA PRODUCTIVA
560,SECUNDARIA COMUNITARIA PRODUCTIVA
561,INICIAL EN FAMILIA COMUNITARIA
561,PRIMARIA COMUNITARIA VOCACIONAL
562,INICIAL EN FAMILIA COMUNITARIA
562,PRIMARIA COMUNITARIA VOCACIONAL
563,INICIAL EN FAMILIA COMUNITARIA
563,PRIMARIA COMUNITARIA VOCACIONAL
563,SECUNDARIA COMUNITARIA PRODUCTIVA
564,INICIAL EN FAMILIA COMUNITARIA
564,PRIMARIA COMUNITARIA VOCACIONAL
564,SECUNDARIA COMUNITARIA PRODUCTIVA
565,INICIAL EN FAMILIA COMUNITARIA
565,PRIMARIA COMUNITARIA VOCACIONAL
565,SECUNDARIA COMUNITARIA PRODUCTIVA
566,SECUNDARIA COMUNITARIA PRODUCTIVA
567,INICIAL EN FAMILIA COMUNITARIA
567,PRIMARIA COMUNITARIA VOCACIONAL
568,INICIAL EN FAMILIA COMUNITARIA
568,PRIMARIA COMUNITARIA VOCACIONAL
568,SECUNDARIA COMUNITARIA PRODUCTIVA
569,INICIAL EN FAMILIA COMUNITARIA
569,PRIMARIA COMUNITARIA VOCACIONAL
569,SECUNDARIA COMUNITARIA PRODUCTIVA
570,INICIAL EN FAMILIA COMUNITARIA
570,PRIMARIA COMUNITARIA VOCACIONAL
570,SECUNDARIA COMUNITARIA PRODUCTIVA
571,INICIAL EN FAMILIA COMUNITARIA
571,PRIMARIA COMUNITARIA VOCACIONAL
571,SECUNDARIA COMUNITARIA PRODUCTIVA
572,INICIAL EN FAMILIA COMUNITARIA
572,PRIMARIA COMUNITARIA VOCACIONAL
572,SECUNDARIA COMUNITARIA PRODUCTIVA
573,INICIAL EN FAMILIA COMUNITARIA
573,PRIMARIA COMUNITARIA VOCACIONAL
573,SECUNDARIA COMUNITARIA PRODUCTIVA
574,INICIAL EN FAMILIA COMUNITARIA
574,PRIMARIA COMUNITARIA VOCACIONAL
574,SECUNDARIA COMUNITARIA PRODUCTIVA
575,INICIAL EN FAMILIA COMUNITARIA
575,PRIMARIA COMUNITARIA VOCACIONAL
575,SECUNDARIA COMUNITARIA PRODUCTIVA
576,INICIAL EN FAMILIA COMUNITARIA
576,PRIMARIA COMUNITARIA VOCACIONAL
576,SECUNDARIA COMUNITARIA PRODUCTIVA
577,INICIAL EN FAMILIA COMUNITARIA
577,PRIMARIA COMUNITARIA VOCACIONAL
577,SECUNDARIA COMUNITARIA PRODUCTIVA
578,INICIAL EN FAMILIA COMUNITARIA
578,PRIMARIA COMUNITARIA VOCACIONAL
578,SECUNDARIA COMUNITARIA PRODUCTIVA
579,INICIAL EN FAMILIA COMUNITARIA
579,PRIMARIA COMUNITARIA VOCACIONAL
579,SECUNDARIA COMUNITARIA PRODUCTIVA
580,INICIAL EN FAMILIA COMUNITARIA
580,PRIMARIA COMUNITARIA VOCACIONAL
581,SECUNDARIA COMUNITARIA PRODUCTIVA
582,INICIAL EN FAMILIA COMUNITARIA
582,PRIMARIA COMUNITARIA VOCACIONAL
583,SECUNDARIA COMUNITARIA PRODUCTIVA
584,SECUNDARIA COMUNITARIA PRODUCTIVA
585,INICIAL EN FAMILIA COMUNITARIA
585,PRIMARIA COMUNITARIA VOCACIONAL
586,INICIAL EN FAMILIA COMUNITARIA
586,PRIMARIA COMUNITARIA VOCACIONAL
586,SECUNDARIA COMUNITARIA PRODUCTIVA
587,INICIAL EN FAMILIA COMUNITARIA
587,PRIMARIA COMUNITARIA VOCACIONAL
587,SECUNDARIA COMUNITARIA PRODUCTIVA
588,INICIAL EN FAMILIA COMUNITARIA
588,PRIMARIA COMUNITARIA VOCACIONAL
588,SECUNDARIA COMUNITARIA PRODUCTIVA
589,INICIAL EN FAMILIA COMUNITARIA
589,PRIMARIA COMUNITARIA VOCACIONAL
590,INICIAL EN FAMILIA COMUNITARIA
590,PRIMARIA COMUNITARIA VOCACIONAL
591,INICIAL EN FAMILIA COMUNITARIA
591,PRIMARIA COMUNITARIA VOCACIONAL
592,INICIAL EN FAMILIA COMUNITARIA
592,PRIMARIA COMUNITARIA VOCACIONAL
592,SECUNDARIA COMUNITARIA PRODUCTIVA
