id_unidad,nivel
253,PRIMARIA COMUNITARIA VOCACIONAL
253,SECUNDARIA COMUNITARIA PRODUCTIVA
254,INICIAL EN FAMILIA COMUNITARIA
254,PRIMARIA COMUNITARIA VOCACIONAL
255,SECUNDARIA COMUNITARIA PRODUCTIVA
256,INICIAL EN FAMILIA COMUNITARIA
256,PRIMARIA COMUNITARIA VOCACIONAL
256,SECUNDARIA COMUNITARIA PRODUCTIVA
257,SECUNDARIA COMUNITARIA PRODUCTIVA
258,INICIAL EN FAMILIA COMUNITARIA
258,PRIMARIA COMUNITARIA VOCACIONAL
259,INICIAL EN FAMILIA COMUNITARIA
259,PRIMARIA COMUNITARIA VOCACIONAL
260,SECUNDARIA COMUNITARIA PRODUCTIVA
261,INICIAL EN FAMILIA COMUNITARIA
261,PRIMARIA COMUNITARIA VOCACIONAL
261,SECUNDARIA COMUNITARIA PRODUCTIVA
262,INICIAL EN FAMILIA COMUNITARIA
262,PRIMARIA COMUNITARIA VOCACIONAL
263,SECUNDARIA COMUNITARIA PRODUCTIVA
264,INICIAL EN FAMILIA COMUNITARIA
264,PRIMARIA COMUNITARIA VOCACIONAL
264,SECUNDARIA COMUNITARIA PRODUCTIVA
265,INICIAL EN FAMILIA COMUNITARIA
265,PRIMARIA COMUNITARIA VOCACIONAL
265,SECUNDARIA COMUNITARIA PRODUCTIVA
266,INICIAL EN FAMILIA COMUNITARIA
266,PRIMARIA COMUNITARIA VOCACIONAL
266,SECUNDARIA COMUNITARIA PRODUCTIVA
267,INICIAL EN FAMILIA COMUNITARIA
267,PRIMARIA COMUNITARIA VOCACIONAL
268,SECUNDARIA COMUNITARIA PRODUCTIVA
269,SECUNDARIA COMUNITARIA PRODUCTIVA
270,INICIAL EN FAMILIA COMUNITARIA
270,PRIMARIA COMUNITARIA VOCACIONAL
271,INICIAL EN FAMILIA COMUNITARIA
271,PRIMARIA COMUNITARIA VOCACIONAL
272,SECUNDARIA COMUNITARIA PRODUCTIVA
273,INICIAL EN FAMILIA COMUNITARIA
273,PRIMARIA COMUNITARIA VOCACIONAL
274,SECUNDARIA COMUNITARIA PRODUCTIVA
275,INICIAL EN FAMILIA COMUNITARIA
275,PRIMARIA COMUNITARIA VOCACIONAL
275,SECUNDARIA COMUNITARIA PRODUCTIVA
276,INICIAL EN FAMILIA COMUNITARIA
276,PRIMARIA COMUNITARIA VOCACIONAL
276,SECUNDARIA COMUNITARIA PRODUCTIVA
277,INICIAL EN FAMILIA COMUNITARIA
277,PRIMARIA COMUNITARIA VOCACIONAL
278,INICIAL EN FAMILIA COMUNITARIA
278,PRIMARIA COMUNITARIA VOCACIONAL
278,SECUNDARIA COMUNITARIA PRODUCTIVA
279,INICIAL EN FAMILIA COMUNITARIA
279,PRIMARIA COMUNITARIA VOCACIONAL
279,SECUNDARIA COMUNITARIA PRODUCTIVA
280,INICIAL EN FAMILIA COMUNITARIA
280,PRIMARIA COMUNITARIA VOCACIONAL
281,SECUNDARIA COMUNITARIA PRODUCTIVA
282,INICIAL EN FAMILIA COMUNITARIA
282,PRIMARIA COMUNITARIA VOCACIONAL
282,SECUNDARIA COMUNITARIA PRODUCTIVA
283,INICIAL EN FAMILIA COMUNITARIA
283,PRIMARIA COMUNITARIA VOCACIONAL
283,SECUNDARIA COMUNITARIA PRODUCTIVA
284,INICIAL EN FAMILIA COMUNITARIA
284,PRIMARIA COMUNITARIA VOCACIONAL
284,SECUNDARIA COMUNITARIA PRODUCTIVA
285,INICIAL EN FAMILIA COMUNITARIA
285,PRIMARIA COMUNITARIA VOCACIONAL
285,SECUNDARIA COMUNITARIA PRODUCTIVA
286,INICIAL EN FAMILIA COMUNITARIA
286,PRIMARIA COMUNITARIA VOCACIONAL
286,SECUNDARIA COMUNITARIA PRODUCTIVA
287,INICIAL EN FAMILIA COMUNITARIA
287,PRIMARIA COMUNITARIA VOCACIONAL
288,SECUNDARIA COMUNITARIA PRODUCTIVA
289,SECUNDARIA COMUNITARIA PRODUCTIVA
290,INICIAL EN FAMILIA COMUNITARIA
290,PRIMARIA COMUNITARIA VOCACIONAL
291,INICIAL EN FAMILIA COMUNITARIA
291,PRIMARIA COMUNITARIA VOCACIONAL
292,SECUNDARIA COMUNITARIA PRODUCTIVA
293,INICIAL EN FAMILIA COMUNITARIA
293,PRIMARIA COMUNITARIA VOCACIONAL
294,SECUNDARIA COMUNITARIA PRODUCTIVA
295,INICIAL EN FAMILIA COMUNITARIA
295,PRIMARIA COMUNITARIA VOCACIONAL
295,SECUNDARIA COMUNITARIA PRODUCTIVA
296,INICIAL EN FAMILIA COMUNITARIA
296,PRIMARIA COMUNITARIA VOCACIONAL
296,SECUNDARIA COMUNITARIA PRODUCTIVA
297,INICIAL EN FAMILIA COMUNITARIA
297,PRIMARIA COMUNITARIA VOCACIONAL
298,SECUNDARIA COMUNITARIA PRODUCTIVA
299,SECUNDARIA COMUNITARIA PRODUCTIVA
300,INICIAL EN FAMILIA COMUNITARIA
300,PRIMARIA COMUNITARIA VOCACIONAL
301,INICIAL EN FAMILIA COMUNITARIA
301,PRIMARIA COMUNITARIA VOCACIONAL
302,SECUNDARIA COMUNITARIA PRODUCTIVA
303,INICIAL EN FAMILIA COMUNITARIA
303,PRIMARIA COMUNITARIA VOCACIONAL
304,SECUNDARIA COMUNITARIA PRODUCTIVA
305,INICIAL EN FAMILIA COMUNITARIA
305,PRIMARIA COMUNITARIA VOCACIONAL
306,INICIAL EN FAMILIA COMUNITARIA
306,PRIMARIA COMUNITARIA VOCACIONAL
307,SECUNDARIA COMUNITARIA PRODUCTIVA
308,INICIAL EN FAMILIA COMUNITARIA
308,PRIMARIA COMUNITARIA VOCACIONAL
309,SECUNDARIA COMUNITARIA PRODUCTIVA
310,INICIAL EN FAMILIA COMUNITARIA
310,PRIMARIA COMUNITARIA VOCACIONAL
310,SECUNDARIA COMUNITARIA PRODUCTIVA
311,INICIAL EN FAMILIA COMUNITARIA
311,PRIMARIA COMUNITARIA VOCACIONAL
311,SECUNDARIA COMUNITARIA PRODUCTIVA
312,SECUNDARIA COMUNITARIA PRODUCTIVA
313,INICIAL EN FAMILIA COMUNITARIA
313,PRIMARIA COMUNITARIA VOCACIONAL
314,SECUNDARIA COMUNITARIA PRODUCTIVA
315,INICIAL EN FAMILIA COMUNITARIA
315,PRIMARIA COMUNITARIA VOCACIONAL
316,PRIMARIA COMUNITARIA VOCACIONAL
316,SECUNDARIA COMUNITARIA PRODUCTIVA
317,INICIAL EN FAMILIA COMUNITARIA
317,PRIMARIA COMUNITARIA VOCACIONAL
318,INICIAL EN FAMILIA COMUNITARIA
318,PRIMARIA COMUNITARIA VOCACIONAL
318,SECUNDARIA COMUNITARIA PRODUCTIVA
319,INICIAL EN FAMILIA COMUNITARIA
319,PRIMARIA COMUNITARIA VOCACIONAL
320,SECUNDARIA COMUNITARIA PRODUCTIVA
321,INICIAL EN FAMILIA COMUNITARIA
321,PRIMARIA COMUNITARIA VOCACIONAL
322,PRIMARIA COMUNITARIA VOCACIONAL
322,SECUNDARIA COMUNITARIA PRODUCTIVA
323,SECUNDARIA COMUNITARIA PRODUCTIVA
324,INICIAL EN FAMILIA COMUNITARIA
324,PRIMARIA COMUNITARIA VOCACIONAL
325,SECUNDARIA COMUNITARIA PRODUCTIVA
326,PRIMARIA COMUNITARIA VOCACIONAL
326,SECUNDARIA COMUNITARIA PRODUCTIVA
327,INICIAL EN FAMILIA COMUNITARIA
327,PRIMARIA COMUNITARIA VOCACIONAL
327,SECUNDARIA COMUNITARIA PRODUCTIVA
328,INICIAL EN FAMILIA COMUNITARIA
328,PRIMARIA COMUNITARIA VOCACIONAL
329,INICIAL EN FAMILIA COMUNITARIA
329,PRIMARIA COMUNITARIA VOCACIONAL
330,INICIAL EN FAMILIA COMUNITARIA
330,PRIMARIA COMUNITARIA VOCACIONAL
330,SECUNDARIA COMUNITARIA PRODUCTIVA
331,INICIAL EN FAMILIA COMUNITARIA
332,INICIAL EN FAMILIA COMUNITARIA
333,INICIAL EN FAMILIA COMUNITARIA
333,PRIMARIA COMUNITARIA VOCACIONAL
333,SECUNDARIA COMUNITARIA PRODUCTIVA
334,INICIAL EN FAMILIA COMUNITARIA
334,PRIMARIA COMUNITARIA VOCACIONAL
334,SECUNDARIA COMUNITARIA PRODUCTIVA
335,INICIAL EN FAMILIA COMUNITARIA
335,PRIMARIA COMUNITARIA VOCACIONAL
336,SECUNDARIA COMUNITARIA PRODUCTIVA
337,SECUNDARIA COMUNITARIA PRODUCTIVA
338,INICIAL EN FAMILIA COMUNITARIA
338,PRIMARIA COMUNITARIA VOCACIONAL
339,SECUNDARIA COMUNITARIA PRODUCTIVA
340,INICIAL EN FAMILIA COMUNITARIA
340,PRIMARIA COMUNITARIA VOCACIONAL
340,SECUNDARIA COMUNITARIA PRODUCTIVA
341,INICIAL EN FAMILIA COMUNITARIA
341,PRIMARIA COMUNITARIA VOCACIONAL
342,SECUNDARIA COMUNITARIA PRODUCTIVA
343,INICIAL EN FAMILIA COMUNITARIA
343,PRIMARIA COMUNITARIA VOCACIONAL
343,SECUNDARIA COMUNITARIA PRODUCTIVA
344,INICIAL EN FAMILIA COMUNITARIA
344,PRIMARIA COMUNITARIA VOCACIONAL
344,SECUNDARIA COMUNITARIA PRODUCTIVA
345,INICIAL EN FAMILIA COMUNITARIA
345,PRIMARIA COMUNITARIA VOCACIONAL
346,SECUNDARIA COMUNITARIA PRODUCTIVA
347,INICIAL EN FAMILIA COMUNITARIA
347,PRIMARIA COMUNITARIA VOCACIONAL
347,SECUNDARIA COMUNITARIA PRODUCTIVA
348,INICIAL EN FAMILIA COMUNITARIA
348,PRIMARIA COMUNITARIA VOCACIONAL
348,SECUNDARIA COMUNITARIA PRODUCTIVA
349,INICIAL EN FAMILIA COMUNITARIA
349,PRIMARIA COMUNITARIA VOCACIONAL
349,SECUNDARIA COMUNITARIA PRODUCTIVA
350,INICIAL EN FAMILIA COMUNITARIA
350,PRIMARIA COMUNITARIA VOCACIONAL
350,SECUNDARIA COMUNITARIA PRODUCTIVA
351,SECUNDARIA COMUNITARIA PRODUCTIVA
352,INICIAL EN FAMILIA COMUNITARIA
352,PRIMARIA COMUNITARIA VOCACIONAL
353,INICIAL EN FAMILIA COMUNITARIA
353,PRIMARIA COMUNITARIA VOCACIONAL
354,SECUNDARIA COMUNITARIA PRODUCTIVA
355,SECUNDARIA COMUNITARIA PRODUCTIVA
356,SECUNDARIA COMUNITARIA PRODUCTIVA
357,INICIAL EN FAMILIA COMUNITARIA
357,PRIMARIA COMUNITARIA VOCACIONAL
358,SECUNDARIA COMUNITARIA PRODUCTIVA
359,INICIAL EN FAMILIA COMUNITARIA
359,PRIMARIA COMUNITARIA VOCACIONAL
360,SECUNDARIA COMUNITARIA PRODUCTIVA
361,INICIAL EN FAMILIA COMUNITARIA
361,PRIMARIA COMUNITARIA VOCACIONAL
362,SECUNDARIA COMUNITARIA PRODUCTIVA
363,INICIAL EN FAMILIA COMUNITARIA
363,PRIMARIA COMUNITARIA VOCACIONAL
364,INICIAL EN FAMILIA COMUNITARIA
364,PRIMARIA COMUNITARIA VOCACIONAL
364,SECUNDARIA COMUNITARIA PRODUCTIVA
365,INICIAL EN FAMILIA COMUNITARIA
365,PRIMARIA COMUNITARIA VOCACIONAL
365,SECUNDARIA COMUNITARIA PRODUCTIVA
366,INICIAL EN FAMILIA COMUNITARIA
366,PRIMARIA COMUNITARIA VOCACIONAL
366,SECUNDARIA COMUNITARIA PRODUCTIVA
367,INICIAL EN FAMILIA COMUNITARIA
367,PRIMARIA COMUNITARIA VOCACIONAL
368,PRIMARIA COMUNITARIA VOCACIONAL
368,SECUNDARIA COMUNITARIA PRODUCTIVA
369,PRIMARIA COMUNITARIA VOCACIONAL
369,SECUNDARIA COMUNITARIA PRODUCTIVA
370,INICIAL EN FAMILIA COMUNITARIA
370,PRIMARIA COMUNITARIA VOCACIONAL
370,SECUNDARIA COMUNITARIA PRODUCTIVA
371,INICIAL EN FAMILIA COMUNITARIA
371,PRIMARIA COMUNITARIA VOCACIONAL
371,SECUNDARIA COMUNITARIA PRODUCTIVA
372,INICIAL EN FAMILIA COMUNITARIA
372,PRIMARIA COMUNITARIA VOCACIONAL
372,SECUNDARIA COMUNITARIA PRODUCTIVA
373,SECUNDARIA COMUNITARIA PRODUCTIVA
374,INICIAL EN FAMILIA COMUNITARIA
374,PRIMARIA COMUNITARIA VOCACIONAL
374,SECUNDARIA COMUNITARIA PRODUCTIVA
375,INICIAL EN FAMILIA COMUNITARIA
375,PRIMARIA COMUNITARIA VOCACIONAL
375,SECUNDARIA COMUNITARIA PRODUCTIVA
376,INICIAL EN FAMILIA COMUNITARIA
376,PRIMARIA COMUNITARIA VOCACIONAL
376,SECUNDARIA COMUNITARIA PRODUCTIVA
377,SECUNDARIA COMUNITARIA PRODUCTIVA
378,INICIAL EN FAMILIA COMUNITARIA
378,PRIMARIA COMUNITARIA VOCACIONAL
379,INICIAL EN FAMILIA COMUNITARIA
379,PRIMARIA COMUNITARIA VOCACIONAL
379,SECUNDARIA COMUNITARIA PRODUCTIVA
380,INICIAL EN FAMILIA COMUNITARIA
380,PRIMARIA COMUNITARIA VOCACIONAL
380,SECUNDARIA COMUNITARIA PRODUCTIVA
381,INICIAL EN FAMILIA COMUNITARIA
381,PRIMARIA COMUNITARIA VOCACIONAL
382,SECUNDARIA COMUNITARIA PRODUCTIVA
383,INICIAL EN FAMILIA COMUNITARIA
383,PRIMARIA COMUNITARIA VOCACIONAL
383,SECUNDARIA COMUNITARIA PRODUCTIVA
384,INICIAL EN FAMILIA COMUNITARIA
384,PRIMARIA COMUNITARIA VOCACIONAL
384,SECUNDARIA COMUNITARIA PRODUCTIVA
385,INICIAL EN FAMILIA COMUNITARIA
385,PRIMARIA COMUNITARIA VOCACIONAL
385,SECUNDARIA COMUNITARIA PRODUCTIVA
386,INICIAL EN FAMILIA COMUNITARIA
386,PRIMARIA COMUNITARIA VOCACIONAL
386,SECUNDARIA COMUNITARIA PRODUCTIVA
387,INICIAL EN FAMILIA COMUNITARIA
387,PRIMARIA COMUNITARIA VOCACIONAL
388,SECUNDARIA COMUNITARIA PRODUCTIVA
389,INICIAL EN FAMILIA COMUNITARIA
389,PRIMARIA COMUNITARIA VOCACIONAL
389,SECUNDARIA COMUNITARIA PRODUCTIVA
390,INICIAL EN FAMILIA COMUNITARIA
390,PRIMARIA COMUNITARIA VOCACIONAL
390,SECUNDARIA COMUNITARIA PRODUCTIVA
391,SECUNDARIA COMUNITARIA PRODUCTIVA
392,INICIAL EN FAMILIA COMUNITARIA
392,PRIMARIA COMUNITARIA VOCACIONAL
393,INICIAL EN FAMILIA COMUNITARIA
393,PRIMARIA COMUNITARIA VOCACIONAL
393,SECUNDARIA COMUNITARIA PRODUCTIVA
394,INICIAL EN FAMILIA COMUNITARIA
394,PRIMARIA COMUNITARIA VOCACIONAL
395,SECUNDARIA COMUNITARIA PRODUCTIVA
396,INICIAL EN FAMILIA COMUNITARIA
396,PRIMARIA COMUNITARIA VOCACIONAL
396,SECUNDARIA COMUNITARIA PRODUCTIVA
397,INICIAL EN FAMILIA COMUNITARIA
397,PRIMARIA COMUNITARIA VOCACIONAL
397,SECUNDARIA COMUNITARIA PRODUCTIVA
398,INICIAL EN FAMILIA COMUNITARIA
398,PRIMARIA COMUNITARIA VOCACIONAL
398,SECUNDARIA COMUNITARIA PRODUCTIVA
399,INICIAL EN FAMILIA COMUNITARIA
399,PRIMARIA COMUNITARIA VOCACIONAL
399,SECUNDARIA COMUNITARIA PRODUCTIVA
400,INICIAL EN FAMILIA COMUNITARIA
401,SECUNDARIA COMUNITARIA PRODUCTIVA
402,INICIAL EN FAMILIA COMUNITARIA
402,PRIMARIA COMUNITARIA VOCACIONAL
403,INICIAL EN FAMILIA COMUNITARIA
403,PRIMARIA COMUNITARIA VOCACIONAL
404,SECUNDARIA COMUNITARIA PRODUCTIVA
405,SECUNDARIA COMUNITARIA PRODUCTIVA
406,INICIAL EN FAMILIA COMUNITARIA
406,PRIMARIA COMUNITARIA VOCACIONAL
407,INICIAL EN FAMILIA COMUNITARIA
407,PRIMARIA COMUNITARIA VOCACIONAL
407,SECUNDARIA COMUNITARIA PRODUCTIVA
408,INICIAL EN FAMILIA COMUNITARIA
408,PRIMARIA COMUNITARIA VOCACIONAL
408,SECUNDARIA COMUNITARIA PRODUCTIVA
409,INICIAL EN FAMILIA COMUNITARIA
409,PRIMARIA COMUNITARIA VOCACIONAL
410,INICIAL EN FAMILIA COMUNITARIA
410,PRIMARIA COMUNITARIA VOCACIONAL
410,SECUNDARIA COMUNITARIA PRODUCTIVA
411,INICIAL EN FAMILIA COMUNITARIA
411,PRIMARIA COMUNITARIA VOCACIONAL
411,SECUNDARIA COMUNITARIA PRODUCTIVA
412,INICIAL EN FAMILIA COMUNITARIA
412,PRIMARIA COMUNITARIA VOCACIONAL
412,SECUNDARIA COMUNITARIA PRODUCTIVA
413,INICIAL EN FAMILIA COMUNITARIA
413,PRIMARIA COMUNITARIA VOCACIONAL
413,SECUNDARIA COMUNITARIA PRODUCTIVA
414,INICIAL EN FAMILIA COMUNITARIA
414,PRIMARIA COMUNITARIA VOCACIONAL
414,SECUNDARIA COMUNITARIA PRODUCTIVA
415,INICIAL EN FAMILIA COMUNITARIA
415,PRIMARIA COMUNITARIA VOCACIONAL
415,SECUNDARIA COMUNITARIA PRODUCTIVA
416,INICIAL EN FAMILIA COMUNITARIA
416,PRIMARIA COMUNITARIA VOCACIONAL
416,SECUNDARIA COMUNITARIA PRODUCTIVA
417,PRIMARIA COMUNITARIA VOCACIONAL
417,SECUNDARIA COMUNITARIA PRODUCTIVA
418,INICIAL EN FAMILIA COMUNITARIA
418,PRIMARIA COMUNITARIA VOCACIONAL
419,INICIAL EN FAMILIA COMUNITARIA
419,PRIMARIA COMUNITARIA VOCACIONAL
420,SECUNDARIA COMUNITARIA PRODUCTIVA
421,INICIAL EN FAMILIA COMUNITARIA
421,PRIMARIA COMUNITARIA VOCACIONAL
421,SECUNDARIA COMUNITARIA PRODUCTIVA
422,INICIAL EN FAMILIA COMUNITARIA
422,PRIMARIA COMUNITARIA VOCACIONAL
422,SECUNDARIA COMUNITARIA PRODUCTIVA
423,SECUNDARIA COMUNITARIA PRODUCTIVA
424,INICIAL EN FAMILIA COMUNITARIA
424,PRIMARIA COMUNITARIA VOCACIONAL
425,SECUNDARIA COMUNITARIA PRODUCTIVA
426,INICIAL EN FAMILIA COMUNITARIA
426,PRIMARIA COMUNITARIA VOCACIONAL
427,SECUNDARIA COMUNITARIA PRODUCTIVA
428,INICIAL EN FAMILIA COMUNITARIA
428,PRIMARIA COMUNITARIA VOCACIONAL
429,INICIAL EN FAMILIA COMUNITARIA
429,PRIMARIA COMUNITARIA VOCACIONAL
429,SECUNDARIA COMUNITARIA PRODUCTIVA
430,SECUNDARIA COMUNITARIA PRODUCTIVA
431,INICIAL EN FAMILIA COMUNITARIA
431,PRIMARIA COMUNITARIA VOCACIONAL
432,INICIAL EN FAMILIA COMUNITARIA
432,PRIMARIA COMUNITARIA VOCACIONAL
432,SECUNDARIA COMUNITARIA PRODUCTIVA
433,INICIAL EN FAMILIA COMUNITARIA
433,PRIMARIA COMUNITARIA VOCACIONAL
434,SECUNDARIA COMUNITARIA PRODUCTIVA
435,SECUNDARIA COMUNITARIA PRODUCTIVA
436,PRIMARIA COMUNITARIA VOCACIONAL
437,INICIAL EN FAMILIA COMUNITARIA
437,PRIMARIA COMUNITARIA VOCACIONAL
437,SECUNDARIA COMUNITARIA PRODUCTIVA
438,INICIAL EN FAMILIA COMUNITARIA
438,PRIMARIA COMUNITARIA VOCACIONAL
438,SECUNDARIA COMUNITARIA PRODUCTIVA
439,INICIAL EN FAMILIA COMUNITARIA
439,PRIMARIA COMUNITARIA VOCACIONAL
439,SECUNDARIA COMUNITARIA PRODUCTIVA
440,SECUNDARIA COMUNITARIA PRODUCTIVA
441,INICIAL EN FAMILIA COMUNITARIA
441,PRIMARIA COMUNITARIA VOCACIONAL
441,SECUNDARIA COMUNITARIA PRODUCTIVA
442,PRIMARIA COMUNITARIA VOCACIONAL
442,SECUNDARIA COMUNITARIA PRODUCTIVA
443,INICIAL EN FAMILIA COMUNITARIA
443,PRIMARIA COMUNITARIA VOCACIONAL
444,INICIAL EN FAMILIA COMUNITARIA
444,PRIMARIA COMUNITARIA VOCACIONAL
444,SECUNDARIA COMUNITARIA PRODUCTIVA
445,INICIAL EN FAMILIA COMUNITARIA
445,PRIMARIA COMUNITARIA VOCACIONAL
445,SECUNDARIA COMUNITARIA PRODUCTIVA
446,INICIAL EN FAMILIA COMUNITARIA
446,PRIMARIA COMUNITARIA VOCACIONAL
446,SECUNDARIA COMUNITARIA PRODUCTIVA
447,PRIMARIA COMUNITARIA VOCACIONAL
447,SECUNDARIA COMUNITARIA PRODUCTIVA
448,INICIAL EN FAMILIA COMUNITARIA
448,PRIMARIA COMUNITARIA VOCACIONAL
449,SECUNDARIA COMUNITARIA PRODUCTIVA
450,INICIAL EN FAMILIA COMUNITARIA
450,PRIMARIA COMUNITARIA VOCACIONAL
451,SECUNDARIA COMUNITARIA PRODUCTIVA
452,INICIAL EN FAMILIA COMUNITARIA
452,PRIMARIA COMUNITARIA VOCACIONAL
453,INICIAL EN FAMILIA COMUNITARIA
453,PRIMARIA COMUNITARIA VOCACIONAL
453,SECUNDARIA COMUNITARIA PRODUCTIVA
454,INICIAL EN FAMILIA COMUNITARIA
455,PRIMARIA COMUNITARIA VOCACIONAL
455,SECUNDARIA COMUNITARIA PRODUCTIVA
456,PRIMARIA COMUNITARIA VOCACIONAL
457,SECUNDARIA COMUNITARIA PRODUCTIVA
458,PRIMARIA COMUNITARIA VOCACIONAL
458,SECUNDARIA COMUNITARIA PRODUCTIVA
459,INICIAL EN FAMILIA COMUNITARIA
459,PRIMARIA COMUNITARIA VOCACIONAL
460,INICIAL EN FAMILIA COMUNITARIA
460,PRIMARIA COMUNITARIA VOCACIONAL
461,PRIMARIA COMUNITARIA VOCACIONAL
461,SECUNDARIA COMUNITARIA PRODUCTIVA
462,INICIAL EN FAMILIA COMUNITARIA
462,PRIMARIA COMUNITARIA VOCACIONAL
463,SECUNDARIA COMUNITARIA PRODUCTIVA
464,INICIAL EN FAMILIA COMUNITARIA
464,PRIMARIA COMUNITARIA VOCACIONAL
465,SECUNDARIA COMUNITARIA PRODUCTIVA
466,SECUNDARIA COMUNITARIA PRODUCTIVA
467,INICIAL EN FAMILIA COMUNITARIA
467,PRIMARIA COMUNITARIA VOCACIONAL
468,SECUNDARIA COMUNITARIA PRODUCTIVA
469,INICIAL EN FAMILIA COMUNITARIA
469,PRIMARIA COMUNITARIA VOCACIONAL
470,INICIAL EN FAMILIA COMUNITARIA
470,PRIMARIA COMUNITARIA VOCACIONAL
471,SECUNDARIA COMUNITARIA PRODUCTIVA
472,INICIAL EN FAMILIA COMUNITARIA
472,PRIMARIA COMUNITARIA VOCACIONAL
473,SECUNDARIA COMUNITARIA PRODUCTIVA
474,INICIAL EN FAMILIA COMUNITARIA
474,PRIMARIA COMUNITARIA VOCACIONAL
475,SECUNDARIA COMUNITARIA PRODUCTIVA
476,INICIAL EN FAMILIA COMUNITARIA
476,PRIMARIA COMUNITARIA VOCACIONAL
476,SECUNDARIA COMUNITARIA PRODUCTIVA
477,INICIAL EN FAMILIA COMUNITARIA
477,PRIMARIA COMUNITARIA VOCACIONAL
477,SECUNDARIA COMUNITARIA PRODUCTIVA
478,INICIAL EN FAMILIA COMUNITARIA
478,PRIMARIA COMUNITARIA VOCACIONAL
478,SECUNDARIA COMUNITARIA PRODUCTIVA
479,INICIAL EN FAMILIA COMUNITARIA
479,PRIMARIA COMUNITARIA VOCACIONAL
480,SECUNDARIA COMUNITARIA PRODUCTIVA
481,SECUNDARIA COMUNITARIA PRODUCTIVA
482,INICIAL EN FAMILIA COMUNITARIA
482,PRIMARIA COMUNITARIA VOCACIONAL
483,INICIAL EN FAMILIA COMUNITARIA
483,PRIMARIA COMUNITARIA VOCACIONAL
483,SECUNDARIA COMUNITARIA PRODUCTIVA
484,INICIAL EN FAMILIA COMUNITARIA
484,PRIMARIA COMUNITARIA VOCACIONAL
484,SECUNDARIA COMUNITARIA PRODUCTIVA
485,INICIAL EN FAMILIA COMUNITARIA
485,PRIMARIA COMUNITARIA VOCACIONAL
486,INICIAL EN FAMILIA COMUNITARIA
486,PRIMARIA COMUNITARIA VOCACIONAL
487,INICIAL EN FAMILIA COMUNITARIA
487,PRIMARIA COMUNITARIA VOCACIONAL
488,PRIMARIA COMUNITARIA VOCACIONAL
488,SECUNDARIA COMUNITARIA PRODUCTIVA
489,INICIAL EN FAMILIA COMUNITARIA
489,PRIMARIA COMUNITARIA VOCACIONAL
490,SECUNDARIA COMUNITARIA PRODUCTIVA
491,INICIAL EN FAMILIA COMUNITARIA
491,PRIMARIA COMUNITARIA VOCACIONAL
491,SECUNDARIA COMUNITARIA PRODUCTIVA
492,INICIAL EN FAMILIA COMUNITARIA
492,PRIMARIA COMUNITARIA VOCACIONAL
492,SECUNDARIA COMUNITARIA PRODUCTIVA
493,INICIAL EN FAMILIA COMUNITARIA
493,PRIMARIA COMUNITARIA VOCACIONAL
494,SECUNDARIA COMUNITARIA PRODUCTIVA
495,INICIAL EN FAMILIA COMUNITARIA
495,PRIMARIA COMUNITARIA VOCACIONAL
495,SECUNDARIA COMUNITARIA PRODUCTIVA
496,INICIAL EN FAMILIA COMUNITARIA
496,PRIMARIA COMUNITARIA VOCACIONAL
497,SECUNDARIA COMUNITARIA PRODUCTIVA
498,SECUNDARIA COMUNITARIA PRODUCTIVA
499,INICIAL EN FAMILIA COMUNITARIA
499,PRIMARIA COMUNITARIA VOCACIONAL
500,INICIAL EN FAMILIA COMUNITARIA
500,PRIMARIA COMUNITARIA VOCACIONAL
500,SECUNDARIA COMUNITARIA PRODUCTIVA
501,INICIAL EN FAMILIA COMUNITARIA
502,INICIAL EN FAMILIA COMUNITARIA
502,PRIMARIA COMUNITARIA VOCACIONAL
502,SECUNDARIA COMUNITARIA PRODUCTIVA
503,INICIAL EN FAMILIA COMUNITARIA
503,PRIMARIA COMUNITARIA VOCACIONAL
504,SECUNDARIA COMUNITARIA PRODUCTIVA
505,INICIAL EN FAMILIA COMUNITARIA
505,PRIMARIA COMUNITARIA VOCACIONAL
505,SECUNDARIA COMUNITARIA PRODUCTIVA
506,INICIAL EN FAMILIA COMUNITARIA
506,PRIMARIA COMUNITARIA VOCACIONAL
506,SECUNDARIA COMUNITARIA PRODUCTIVA
507,INICIAL EN FAMILIA COMUNITARIA
507,PRIMARIA COMUNITARIA VOCACIONAL
508,SECUNDARIA COMUNITARIA PRODUCTIVA
509,INICIAL EN FAMILIA COMUNITARIA
509,PRIMARIA COMUNITARIA VOCACIONAL
510,SECUNDARIA COMUNITARIA PRODUCTIVA
511,INICIAL EN FAMILIA COMUNITARIA
511,PRIMARIA COMUNITARIA VOCACIONAL
511,SECUNDARIA COMUNITARIA PRODUCTIVA
512,INICIAL EN FAMILIA COMUNITARIA
512,PRIMARIA COMUNITARIA VOCACIONAL
513,SECUNDARIA COMUNITARIA PRODUCTIVA
514,INICIAL EN FAMILIA COMUNITARIA
514,PRIMARIA COMUNITARIA VOCACIONAL
514,SECUNDARIA COMUNITARIA PRODUCTIVA
515,INICIAL EN FAMILIA COMUNITARIA
515,PRIMARIA COMUNITARIA VOCACIONAL
515,SECUNDARIA COMUNITARIA PRODUCTIVA
516,INICIAL EN FAMILIA COMUNITARIA
516,PRIMARIA COMUNITARIA VOCACIONAL
517,SECUNDARIA COMUNITARIA PRODUCTIVA
518,INICIAL EN FAMILIA COMUNITARIA
